start-x	start-y	end-x	end-y	distance
1889.7428	1159.1858	1930.3769	1197.7152	116.7274276074784
2408.9613	711.18316	2385.9803	680.87859	79.95404234185347
2408.9613	711.18316	2405.9308	733.15398	45.33840412984806
2251.4286	505.07143	2262.5	492.92857	34.273656759804204
2251.4286	505.07143	2187.8571	516.14286	134.71590457281096
2251.4286	505.07143	2272.1429	527.92857	64.90204834766591
1516.8562	1393.4422	1508.8153	1387.1243	22.3039780463247
1516.8562	1393.4422	1542.7019	1393.155	53.96139912495591
3547.8594	1376.2869	3519.169	1353.0098	77.13090749478864
3547.8594	1376.2869	3571.6778	1406.6012	80.48545063559547
2275.3176	2386.8691	2278.2841	2377.1083	21.24071464866039
2275.3176	2386.8691	2272.1597	2396.8213	22.301330040421586
2275.3176	2386.8691	2286.2267	2389.2615	23.12104868327829
2275.3176	2386.8691	2265.7482	2381.606	22.97555154225912
2302.1376	833.66416	2282.9447	851.8469	54.445304586431845
2302.1376	833.66416	2277.4436	834.07545	50.11118674236234
2302.1376	833.66416	2314.6215	820.35677	37.88383582612944
2063.6424	1964.1885	2063.3074	1960.1215	8.699650371446577
2063.6424	1964.1885	2058.14	1965.4325	11.695662198889917
2063.6424	1964.1885	2070.4845	1962.6095	15.027726546548111
2028.1943	2223.6319	2012.3553	2209.8236	43.86868614715644
2028.1943	2223.6319	2049.7189	2229.3177	46.47845866382967
2296.0832	2416.2472	2281.3463	2414.7161	30.931622854555947
2296.0832	2416.2472	2296.3703	2402.1802	29.769943512279898
2296.0832	2416.2472	2310.6287	2416.1515	30.7720640364918
2296.0832	2416.2472	2294.265	2434.142	37.6945411898613
2310.6287	2416.1515	2324.6958	2413.5678	29.89587032510469
2310.6287	2416.1515	2296.0832	2416.2472	30.7720640364918
2310.6287	2416.1515	2308.9062	2401.606	30.953114910182787
2310.6287	2416.1515	2312.3512	2434.6205	39.34066325109963
2305.1681	988.14164	2316.2798	937.63401	110.02697016721214
2305.1681	988.14164	2292.5412	1030.568	93.42421680329004
2305.1681	988.14164	2263.357	966.97556	96.02777000007612
1675.4116	1807.4416	1689.5743	1821.7957	42.94491462668055
1675.4116	1807.4416	1675.2066	1743.0826	134.25484989368803
1808.8734	1729.9948	1820.8155	1755.8349	57.114370229889474
1808.8734	1729.9948	1787.4649	1740.2002	51.130798042017865
1808.8734	1729.9948	1801.102	1712.421	41.1819906949509
1523.2143	385.07143	1631.7857	384.71429	226.66451177999997
1523.2143	385.07143	1519.4133	395.57794	27.88960868684124
1523.2143	385.07143	1488.6502	387.82317	74.6227487060535
1523.2143	385.07143	1553.9286	419.35714	96.16315705739106
1523.2143	385.07143	1521.7857	357.57143	57.41659023892104
2362.2419	1270.277	2366.5348	1262.2213	18.356547713592935
2362.2419	1270.277	2364.262	1286.9701	34.52817467625197
2321.2075	1693.2433	2321.9731	1653.4346	84.74088259630616
2321.2075	1693.2433	2319.9528	1720.6098	57.19305853936446
2321.2075	1693.2433	2304.663	1694.3141	32.77369142627043
1654.152	2095.296	1642.6045	2088.3486	27.56464380218118
1654.152	2095.296	1659.8378	2086.5643	21.1669531184907
1654.152	2095.296	1675.8798	2111.7442	56.892815736722696
3960.9489	906.05699	3957.3953	922.20051	34.80981951096195
3960.9489	906.05699	3965.0101	898.44212	18.304228414649067
1584.6768	1274.8483	1577.7372	1284.603	27.111920749830237
1584.6768	1274.8483	1559.2934	1255.8416	66.6800263122762
1584.6768	1274.8483	1671.7332	1277.5172	180.9061430692765
975.71922	1559.6688	963.12327	1555.5867	27.87476139993546
975.71922	1559.6688	990.99763	1564.6838	33.57110125682564
1694.5309	1617.9717	1695.036	1582.1113	74.87318310092564
1694.5309	1617.9717	1694.0258	1633.124	31.65102759654696
2041.0586	1967.8249	2046.7524	1967.0593	11.993895313390027
2041.0586	1967.8249	2035.3648	1968.4947	12.179256664423443
2041.0586	1967.8249	2040.8672	1964.7148	6.711368817677549
2286.7328	1742.5489	2250.3673	1733.205	69.70944479214903
2286.7328	1742.5489	2298.4759	1744.9308	26.72576194369491
2286.7328	1742.5489	2291.0259	1720.5781	44.29280408818296
2056.8959	1958.4468	2056.561	1955.3846	6.44268689327283
2056.8959	1958.4468	2062.8768	1957.155	13.088242608735394
2056.8959	1958.4468	2051.9677	1959.4038	10.775204581931723
2056.8959	1958.4468	2057.6615	1961.7961	7.219835346035793
1580.5579	1480.4776	1572.5559	1461.2753	45.66659614734738
1580.5579	1480.4776	1591.7542	1488.8749	28.830238178969907
2016.4286	936.50001	1968.5714	892.57144	135.03510373091024
2016.4286	936.50001	1985.0	937.57144	65.65160485348443
2016.4286	936.50001	2003.5714	863.28573	155.92286100036188
2016.4286	936.50001	1998.2143	970.07144	79.38533821225379
2016.4286	936.50001	2061.0714	886.14287	140.43565461544458
2204.2849	1076.9329	2207.8976	1082.5673	13.397008078127225
2204.2849	1076.9329	2215.517	1076.3533	24.8885057503362
1757.1429	970.78571	1756.7857	978.64286	17.16517960492304
1757.1429	970.78571	1758.2143	922.21429	101.41351512289275
2227.0328	1936.5738	2231.9826	1913.2393	50.84419519955969
2227.0328	1936.5738	2230.9219	1954.9586	39.08525336420055
2207.8976	1082.5673	2204.2849	1076.9329	13.397008078127225
2207.8976	1082.5673	2215.517	1076.3533	19.605131406187894
2207.8976	1082.5673	2175.5946	1115.9085	97.50592507492446
2520.9643	1228.1098	2554.6486	1239.9758	74.07745827433497
2520.9643	1228.1098	2505.6532	1224.282	32.3817879085713
2309.0936	1788.7913	2313.6393	1764.0426	52.35194879147243
2309.0936	1788.7913	2286.6177	1825.6619	89.87581736434524
2309.0936	1788.7913	2349.4997	1806.9741	92.50341993318203
1532.2533	620.26113	1516.1767	620.26113	35.17054085294093
1532.2533	620.26113	1532.636	634.80663	28.768380737999998
2054.982	1941.6047	2052.0155	1942.2745	6.308072197754661
2054.982	1941.6047	2059.2404	1940.5042	9.497386835819308
2054.982	1941.6047	2055.9868	1947.777	12.94106685511997
1067.4819	1242.702	1046.0399	1229.8368	50.236110900518604
1067.4819	1242.702	1046.3698	1243.0318	41.34395705491815
1067.4819	1242.702	1046.6996	1218.9508	65.07604278804996
1067.4819	1242.702	1067.8118	1219.9405	47.64378416496984
1067.4819	1242.702	1087.6044	1242.0422	41.32675046262654
1370.6408	807.35188	1370.6408	878.26576	148.046907276
1370.6408	807.35188	1370.7905	663.7068	299.8879963670385
1678.7227	2074.9897	1680.5502	2068.6948	13.684733644079289
1678.7227	2074.9897	1677.9104	2084.1276	18.67244872790867
2192.3331	1192.281	2172.3466	1211.7234	59.03646287686299
2192.3331	1192.281	2148.5282	1192.2356	90.69765554859356
2192.3331	1192.281	2223.3457	1224.5173	93.38719644341398
2192.3331	1192.281	2171.8053	1171.6652	59.68012248203262
1793.3762	1913.3418	1802.8907	1919.5089	24.35358100653108
1793.3762	1913.3418	1771.4884	1894.3318	60.02430321323925
1793.3762	1913.3418	1785.6511	1923.04	26.19036374502069
1720.3571	798.28571	1711.4286	841.5	92.85425962946972
1720.3571	798.28571	1720.3571	738.64286	125.262
1532.636	634.80663	1548.7126	633.6583	33.714988943776646
1532.636	634.80663	1514.6455	637.10329	38.65644762205265
1532.636	634.80663	1532.2533	620.26113	28.768380737999998
2391.5859	1310.7894	2393.117	1330.311	43.27077604529534
2391.5859	1310.7894	2389.672	1296.6267	29.95372289275092
1658.2133	2000.6686	1595.6698	1954.3703	162.4550160433123
1658.2133	2000.6686	1668.5695	2012.4463	33.93858534366147
2404.5761	896.12954	2421.8407	898.31391	36.9394230998862
2404.5761	896.12954	2392.6526	915.01768	46.07528788184057
2404.5761	896.12954	2394.5666	886.62131	28.76839839848061
2240.1979	2397.2041	2249.863	2384.5725	33.16894801104822
2240.1979	2397.2041	2265.4611	2417.1085	67.0217992554399
2240.1979	2397.2041	2252.8295	2404.4768	30.504254380913487
619.83883	1383.8893	715.50314	1420.6706	213.6031579081971
619.83883	1383.8893	535.39032	1363.1071	180.73068885414597
1721.4286	641.5	1756.1774	642.07938	71.93881263290928
1721.4286	641.5	1721.0714	675.07143	70.83660098441976
1721.4286	641.5	1723.6414	626.00278	32.21364161484756
1721.4286	641.5	1676.9427	641.31383	96.70691207699207
1084.6508	1465.0825	1083.9757	1521.1181	117.77291617347923
1084.6508	1465.0825	1085.5839	1421.23	91.55604430948682
1362.5209	1392.7974	1334.1012	1393.0681	58.76959137813186
1362.5209	1392.7974	1367.8126	1396.0267	12.604392566738218
1362.5209	1392.7974	1359.7717	1383.9654	19.92948920831443
1362.5209	1392.7974	1355.4837	1417.6985	55.231857717900176
2364.4088	2370.6968	2354.6386	2380.7198	29.102231094529948
2364.4088	2370.6968	2355.1265	2363.4241	24.461375625853652
2364.4088	2370.6968	2375.4136	2379.2136	29.36843929339248
2702.4002	557.86861	2703.9313	577.3902	44.06778280507296
2702.4002	557.86861	2695.2688	466.85698	190.7961176998523
2113.8833	544.8081	2129.6429	557.57143	41.6769892418181
2113.8833	544.8081	2112.2593	531.27491	26.09106669246951
1351.5059	670.36542	1350.8462	641.00637	60.60813248319909
1351.5059	670.36542	1350.5163	708.63115	79.2256371602325
2121.7857	520.07143	2112.8571	520.07143	18.6551441167033
2121.7857	520.07143	2136.0714	509.35714	37.87939368717231
2121.7857	520.07143	2177.1429	519.0	115.59087110754068
746.51157	1458.2766	724.90463	1505.449	108.63443380424582
746.51157	1458.2766	756.40788	1436.0099	50.55606384170097
746.51157	1458.2766	754.42862	1449.3699	24.878603795290527
2085.6115	2645.4484	2082.0759	2626.003	40.40775311162979
2085.6115	2645.4484	2096.2181	2657.4692	33.468350744713284
2364.262	1286.9701	2348.1344	1278.1301	40.956278652454195
2364.262	1286.9701	2362.2419	1270.277	34.52817467625197
2364.262	1286.9701	2373.8198	1301.5099	33.15798805369302
2322.1278	1532.1695	2338.5031	1538.4981	36.307877410083776
2322.1278	1532.1695	2309.3025	1450.4487	172.84532716276334
2322.1278	1532.1695	2306.6833	1570.8229	86.15555804824461
2322.1278	1532.1695	2355.4152	1475.3953	136.10149755413934
1805.3267	640.65726	1926.584	640.62307	252.86565315998578
1805.3267	640.65726	1756.1774	642.07938	105.5598219937391
1805.3267	640.65726	1808.6088	623.87608	35.37850179278112
1805.3267	640.65726	1804.7853	675.80934	76.81064604165108
1677.0321	1675.6409	1676.4908	1655.0705	42.94482408
1677.0321	1675.6409	1675.2066	1743.0826	141.33840857880395
2281.3463	2414.7161	2279.3368	2428.209	29.07278656496493
2281.3463	2414.7161	2266.5138	2410.6013	32.46831526661715
2281.3463	2414.7161	2296.0832	2416.2472	30.931622854555947
2281.3463	2414.7161	2284.2172	2400.4577	30.756489755451806
1967.7249	778.66154	1940.1172	779.74419	57.64767402871686
1967.7249	778.66154	1944.9891	798.69065	64.00969921534232
2136.8767	2664.5403	2128.3914	2665.2474	16.992583671595366
2136.8767	2664.5403	2141.1194	2658.8834	16.38868138045881
1834.1096	1912.0053	1813.9879	1912.0656	42.36673995
1834.1096	1912.0053	1846.239	1888.9128	54.231323031485275
1834.1096	1912.0053	1876.096	1934.6314	100.66102272318669
1481.7268	645.90714	1515.0283	644.37604	69.54190964232863
1481.7268	645.90714	1481.7268	621.02669	52.742045270999995
1481.7268	645.90714	1487.0262	657.4042	28.343517726071276
1481.7268	645.90714	1435.0588	643.87102	98.3797127646716
2072.7424	634.12714	2079.7796	632.50316	17.213643184182025
2072.7424	634.12714	2060.2918	636.29245	26.86300341368736
2072.7424	634.12714	2115.0	685.78573	138.1995671059679
1519.4133	395.57794	1523.2143	385.07143	27.88960868684124
1519.4133	395.57794	1516.1767	620.26113	468.40446500454084
1472.4104	1226.8806	1470.7864	1156.7787	146.94383158777114
1472.4104	1226.8806	1469.4331	1246.9097	43.011639803668196
1981.0584	2064.6672	1959.8143	2046.294	59.72736489940239
2276.5521	2045.9088	2261.1243	2075.6818	71.77211180462747
2276.5521	2045.9088	2284.662	2030.2655	36.6463023413256
2183.9852	1917.8849	2155.6655	1936.6749	71.23247212273255
2183.9852	1917.8849	2218.9011	1886.7228	98.81077817922807
2183.9852	1917.8849	2175.8652	1907.4644	27.011066447819548
2183.9852	1917.8849	2194.8595	1931.9776	37.723997399481505
2338.5031	1538.4981	2320.4579	1590.3001	112.46676407161323
2338.5031	1538.4981	2357.5188	1503.7087	82.21627934540463
2338.5031	1538.4981	2322.1278	1532.1695	36.307877410083776
2338.5031	1538.4981	2360.2214	1549.1047	49.07588977138947
1666.2056	1677.2649	1586.0891	1678.3476	166.13278123489832
1666.2056	1677.2649	1666.2056	1656.1531	42.94482408
1851.7857	1044.3572	1860.3571	1052.2143	25.39438366411935
1851.7857	1044.3572	1851.0714	1054.3572	19.400085773592576
1851.7857	1044.3572	1852.8571	1029.0	30.606333146114277
1827.1428	964.7143	1817.1429	928.28571	79.78349216993135
1827.1428	964.7143	1854.2857	939.7143	78.6005800119672
1827.1428	964.7143	1787.1428	1003.6429	115.4729695748951
1827.1428	964.7143	1852.8571	1029.0	147.3211425206785
2018.7619	1715.3839	2031.2842	1706.8416	31.693909926788848
2018.7619	1715.3839	2003.4508	1722.6567	39.35230355648163
2133.9124	1240.9551	2136.2803	1256.7214	31.9647394867641
2133.9124	1240.9551	2146.3629	1231.7525	33.23821081494351
1701.8719	2034.3771	1740.2508	2063.6182	101.5054769707209
1701.8719	2034.3771	1698.4198	2031.1281	10.209772319363063
1701.8719	2034.3771	1701.8719	2056.9171	47.05866827201379
1829.2857	409.35714	1846.0715	391.14286	51.711072216291115
1829.2857	409.35714	1841.0543	421.92679	38.35792358044059
1829.2857	409.35714	1810.0	431.5	60.25136409553248
1829.2857	409.35714	1803.9286	388.28571	66.73071545052909
1335.9362	1304.418	1297.742	1303.8437	79.14752568873939
1335.9362	1304.418	1335.6719	1284.9262	40.91748140455245
1335.9362	1304.418	1362.6434	1305.2796	56.38490777874168
1335.9362	1304.418	1336.7977	1310.4487	14.21292785225107
2430.629	1826.7718	2479.2417	1842.8484	107.40693202107602
2430.629	1826.7718	2412.9666	1825.0473	36.83782630737051
2430.629	1826.7718	2434.4569	1737.2021	187.16534059283615
2050.6097	1246.7407	2069.9	1214.9708	77.52710084391771
2050.6097	1246.7407	2034.4472	1262.3981	47.74217666408427
2050.6097	1246.7407	2059.3001	1254.9209	25.804653224652032
1694.0258	1633.124	1697.5614	1671.5098	80.38739129477858
1694.0258	1633.124	1694.5309	1617.9717	31.65102759654696
1694.0258	1633.124	1743.8386	1632.3287	103.72643033287329
2346.8011	2426.008	2359.7198	2452.8023	62.54752725436359
2346.8011	2426.008	2329.6718	2432.3238	37.99676293293648
2346.8011	2426.008	2363.1648	2416.8214	39.27605556914006
2346.8011	2426.008	2338.7628	2408.3046	40.9389358759425
1940.1172	779.74419	1921.712	739.14464	94.46927131558385
1940.1172	779.74419	1967.7249	778.66154	57.64767402871686
1940.1172	779.74419	1921.712	798.69065	55.38778304087964
1940.1172	779.74419	1944.9891	798.69065	44.40704356767801
1682.987	2023.0056	1698.4198	2031.1281	36.40905238698987
1682.987	2023.0056	1668.5695	2012.4463	36.2904456466122
1593.8802	655.47655	1600.0046	640.93105	35.170438866499474
1593.8802	655.47655	1573.9759	661.98374	44.47878770010135
1786.9598	1591.2027	1784.4345	1623.0225	67.69031391095484
1786.9598	1591.2027	1787.4649	1574.0301	34.81271408154201
2019.6429	1976.1429	1963.5714	1976.1429	115.56922644
2019.6429	1976.1429	2018.5705	1993.0881	35.61711568244577
2019.6429	1976.1429	2021.1124	1962.3595	28.938680928097796
2019.6429	1976.1429	2056.4286	1972.5714	76.41662212576823
2642.2187	995.7338	2633.0162	1005.4777	28.812630901097936
2642.2187	995.7338	2649.256	969.75009	58.38517137390237
2520.9614	770.54162	2517.0731	803.30843	69.3903008443201
2038.8576	1933.6621	2038.7141	1929.7386	8.495959532684683
2038.8576	1933.6621	2039.9581	1936.8678	7.613358296153136
2038.8576	1933.6621	2033.5466	1934.1884	11.132666379007029
2038.8576	1933.6621	2044.8863	1932.3224	12.851274764110673
941.96368	1496.7073	1009.5417	1523.8636	150.83603846693285
941.96368	1496.7073	936.35577	1514.0258	37.78516632116682
941.96368	1496.7073	927.61403	1492.2539	31.90510577865603
1066.4146	1722.2739	1138.2806	1724.7618	150.07772762331822
1066.4146	1722.2739	1066.4146	1734.5227	27.217122998784536
2505.2629	1906.517	2517.1721	1851.5723	117.92379315100871
2505.2629	1906.517	2487.6698	1959.2965	117.58251632073099
2637.8881	1633.9587	2645.4667	1642.0786	23.18831931907296
2637.8881	1633.9587	2644.9254	1618.2602	39.03455253273996
2372.6968	2098.8548	2365.2722	2084.0056	35.65165525033266
2372.6968	2098.8548	2386.9829	2114.1161	44.89769489558259
1632.6911	1903.0248	1638.0561	1906.2905	13.197854150758337
1632.6911	1903.0248	1620.2118	1891.9451	35.1834024290022
812.98178	1454.8129	798.13732	1450.1946	32.68527344292918
812.98178	1454.8129	927.61403	1492.2539	251.7594921501156
2097.8571	1961.5	2106.846	1980.9496	43.49166909351498
2097.8571	1961.5	2155.6655	1936.6749	129.90385184124673
2097.8571	1961.5	2056.4286	1972.5714	89.52549593812115
2097.8571	1961.5	2092.207	1949.0688	29.17768828157097
2046.064	1379.5757	2129.4015	1347.2509	185.6306457451625
2046.064	1379.5757	2008.1832	1397.7585	85.36477968358605
2029.8624	1962.5617	2030.293	1966.4373	8.320311340035992
2029.8624	1962.5617	2034.5992	1962.0354	9.820171666497805
2029.8624	1962.5617	2021.1124	1962.3595	18.37996416717544
2054.9028	1718.0527	2072.3279	1754.3423	82.55722064366991
2054.9028	1718.0527	2044.0437	1695.8293	51.6383874176052
2054.9028	1718.0527	2066.7721	1713.507	21.22041455240481
2054.9028	1718.0527	1995.5817	1742.7388	134.22790770054985
2061.3745	433.83599	2060.3571	466.14286	70.14999305472354
2061.3745	433.83599	2080.7143	452.21429	59.981960218371505
2061.3745	433.83599	2060.8332	408.93493	52.03505084683632
1197.4534	1595.0106	1181.4544	1586.1039	38.39676633540063
1197.4534	1595.0106	1216.3625	1605.2684	45.152090519783606
1197.4534	1595.0106	1197.7833	1568.1256	56.47207623
1197.4534	1595.0106	1196.7936	1635.9153	84.03077721918193
1490.8155	1659.4011	1543.3242	1659.4011	109.67483033988293
1490.8155	1659.4011	1490.8155	1681.5955	46.33524888
1490.8155	1659.4011	1499.4767	1425.0064	489.63935123175685
2084.7163	1934.6347	2059.2404	1940.5042	54.760837239151584
2084.7163	1934.6347	1995.5817	1742.7388	439.3586815674579
2084.7163	1934.6347	2092.207	1949.0688	34.311715079234695
863.28803	1298.7811	898.25499	1299.4408	72.31510976011612
1435.0588	643.87102	1423.1496	643.32969	28.25326164
1435.0588	643.87102	1481.7268	645.90714	98.3797127646716
2040.5801	1646.867	2027.3623	1632.2345	42.41370954673377
2040.5801	1646.867	2044.4079	1662.178	34.69517594627585
1955.3571	1976.1429	1963.5714	1976.1429	17.910252133503974
1955.3571	1976.1429	1964.2416	1962.4338	32.0958544142574
1955.3571	1976.1429	1924.6429	1970.7857	63.37658889752228
1955.3571	1976.1429	1943.9291	1995.3847	47.28330059135262
2242.0336	1348.261	2269.7856	1364.3777	65.89732083361994
2242.0336	1348.261	2139.5031	1331.0884	216.7132533856584
2069.9	1214.9708	2113.8833	1173.8305	125.73180768809794
2069.9	1214.9708	2050.6097	1246.7407	77.52710084391771
2069.9	1214.9708	2084.9548	1229.5681	44.7507829044069
1941.0714	1018.2857	1978.9286	979.35716	113.38381860481458
1941.0714	1018.2857	1953.9286	1029.7143	35.91332450943462
1941.0714	1018.2857	1930.7143	1007.9286	30.05632045662096
1941.0714	1018.2857	1925.7143	1033.2857	43.76281937786412
2034.5035	1945.0018	2034.5514	1940.4564	9.589953811780626
2034.5035	1945.0018	2022.8305	1946.7764	25.06177612771683
2034.5035	1945.0018	2040.5322	1943.9492	13.055540128705807
2404.5166	2133.1495	2386.9829	2114.1161	54.370378849313305
1227.8021	1097.2262	1228.7917	1018.3856	165.2899908445978
1227.8021	1097.2262	1228.132	1135.492	80.57897757219664
1065.1727	1152.3157	1068.4715	1130.5438	44.5094082287799
1065.1727	1152.3157	1086.6147	1151.6559	45.45820461228402
1065.1727	1152.3157	1067.8118	1219.9405	141.31628719895585
1820.4838	706.665	1804.7853	675.80934	73.79662063985288
1820.4838	706.665	1840.6565	726.64959	59.93941234163624
1820.4838	706.665	1792.8761	685.55323	73.95225672535864
1774.838	1704.3398	1791.5055	1717.9768	44.29934999178282
1774.838	1704.3398	1785.4446	1693.7332	29.8614712656909
1774.838	1704.3398	1762.7162	1708.8855	27.415612163349927
1932.8571	860.42859	1968.5714	892.57144	100.19463676662038
1932.8571	860.42859	1896.4286	898.28573	109.68273256831013
1932.8571	860.42859	1938.5714	940.07144	168.87794260075938
1932.8571	860.42859	1928.7493	833.87693	56.51776634680311
1932.8571	860.42859	1947.5	845.42859	43.23242456351514
1851.2042	1880.9393	1853.9108	1865.5115	33.21047685385584
1851.2042	1880.9393	1870.4213	1893.2545	47.72198410838723
2051.0586	1952.3703	2050.3887	1948.4468	8.15252533283079
2051.0586	1952.3703	2045.0299	1953.3751	12.956848563038164
2051.0586	1952.3703	2051.1064	1956.1023	7.814301258704921
2051.0586	1952.3703	2056.0825	1951.8918	10.866060400454645
1658.923	1295.8089	1671.7332	1277.5172	45.95854617343524
1559.2934	1255.8416	1584.6768	1274.8483	66.6800263122762
1559.2934	1255.8416	1564.8043	1246.4923	22.40050976068368
1559.2934	1255.8416	1530.509	1250.7155	61.140248831460895
1505.9436	1368.7451	1508.8153	1387.1243	38.34208193413347
1505.9436	1368.7451	1542.7019	1393.155	91.9654985146091
1505.9436	1368.7451	1504.2205	1307.577	127.7135189701943
1067.8118	1219.9405	1067.4819	1242.702	47.64378416496984
1067.8118	1219.9405	1065.1727	1152.3157	141.31628719895585
1067.8118	1219.9405	1046.6996	1218.9508	42.74843829990717
1561.0528	1786.6467	1562.2707	1800.1462	28.20223412900127
1561.0528	1786.6467	1536.287	1786.613	51.9858177
1561.0528	1786.6467	1560.3757	1760.6288	54.35252552952447
2282.5407	1954.6051	2309.4107	1979.0003	75.76719436458134
2282.5407	1954.6051	2264.863	1951.0695	37.63659548449005
2282.5407	1954.6051	2249.3067	1985.3642	93.49604943916194
